city,city_ascii,state_id,state_name,county_name,county_fips,zip,lat,lng,population,source,id
Winchester,Winchester,WI,Wisconsin,Winnebago,55139,54947,44.1985938,-88.6648325,671,polygon,1840025391
Fairlee,Fairlee,VT,Vermont,Orange,50017,05045,43.9075682,-72.143423,189,polygon,1840025392
Randolph,Randolph,VT,Vermont,Orange,50017,05060,43.9250653,-72.6659377,1974,polygon,1840025393
Williamstown,Williamstown,VT,Vermont,Orange,50017,05679,44.1217292,-72.5414937,1162,polygon,1840025394
Homer,Homer,MN,Minnesota,Winona,27169,55987,44.021352,-91.5565347,181,polygon,1840025395
Cataract,Cataract,WI,Wisconsin,Monroe,55081,54656,44.0877413,-90.8423591,186,polygon,1840025396
Tunnel City,Tunnel City,WI,Wisconsin,Monroe,55081,54660 54662,44.0071868,-90.5656887,106,polygon,1840025397
Long Lake,Long Lake,NY,New York,Hamilton,36041,12847,43.9728397,-74.4209956,547,polygon,1840025398
Saint Joseph,Saint Joseph,WI,Wisconsin,La Crosse,55063,54601,43.7855238,-91.0417989,503,polygon,1840025399
Crane,Crane,OR,Oregon,Harney,41025,97732 97720,43.4151559,-118.5782574,129,polygon,1840025400
Dalton,Dalton,WI,Wisconsin,Green Lake,55047,53926,43.6569261,-89.2065051,206,polygon,1840025401
Packwaukee,Packwaukee,WI,Wisconsin,Marquette,55077,53953 53949,43.7633116,-89.4584549,262,polygon,1840025402
Ascutney,Ascutney,VT,Vermont,Windsor,50027,05151 05089,43.4070172,-72.4070346,540,polygon,1840025403
Bethel,Bethel,VT,Vermont,Windsor,50027,05032,43.8333999,-72.6339903,569,polygon,1840025404
Cavendish,Cavendish,VT,Vermont,Windsor,50027,05142,43.3820171,-72.608149,179,polygon,1840025405
Hartland,Hartland,VT,Vermont,Windsor,50027,05048,43.5406265,-72.3989804,380,polygon,1840025406
North Hartland,North Hartland,VT,Vermont,Windsor,50027,05052,43.5928486,-72.3517581,302,polygon,1840025407
North Springfield,North Springfield,VT,Vermont,Windsor,50027,05150 05156,43.3328516,-72.5253684,573,polygon,1840025408
Norwich,Norwich,VT,Vermont,Windsor,50027,05055,43.7153482,-72.307869,878,polygon,1840025409
Proctorsville,Proctorsville,VT,Vermont,Windsor,50027,05153,43.3822948,-72.6384277,454,polygon,1840025410
Quechee,Quechee,VT,Vermont,Windsor,50027,05059 05001,43.6461811,-72.4184261,656,polygon,1840025411
Rochester,Rochester,VT,Vermont,Windsor,50027,05767,43.8745094,-72.8078849,299,polygon,1840025412
South Royalton,South Royalton,VT,Vermont,Windsor,50027,05068,43.8209008,-72.5212089,694,polygon,1840025413
Windsor,Windsor,VT,Vermont,Windsor,50027,05089,43.4803494,-72.3848131,2066,polygon,1840025414
Days Creek,Days Creek,OR,Oregon,Douglas,41019,97417 97429,42.9723408,-123.1722829,272,polygon,1840025415
Dillard,Dillard,OR,Oregon,Douglas,41019,97496 97457,43.1028939,-123.4278501,478,polygon,1840025416
Fair Oaks,Fair Oaks,OR,Oregon,Douglas,41019,97479 97462,43.4173411,-123.2134056,278,polygon,1840025417
Gardiner,Gardiner,OR,Oregon,Douglas,41019,97441,43.730117,-124.11039,248,polygon,1840025418
Lookingglass,Lookingglass,OR,Oregon,Douglas,41019,97471,43.1784485,-123.4861887,855,polygon,1840025419
Melrose,Melrose,OR,Oregon,Douglas,41019,97471,43.247615,-123.4589675,735,polygon,1840025420
Van Dyne,Van Dyne,WI,Wisconsin,Fond du Lac,55039,54979,43.8874862,-88.5042782,279,polygon,1840025421
Gibbsville,Gibbsville,WI,Wisconsin,Sheboygan,55117,53070 53085,43.6522186,-87.8267555,512,polygon,1840025422
Greenbush,Greenbush,WI,Wisconsin,Sheboygan,55117,53023,43.7766602,-88.0839854,162,polygon,1840025423
Hingham,Hingham,WI,Wisconsin,Sheboygan,55117,53031 53093,43.6388853,-87.9142578,886,polygon,1840025424
Benson,Benson,VT,Vermont,Rutland,50021,05743 05731,43.7070079,-73.3112252,308,polygon,1840025425
Castleton,Castleton,VT,Vermont,Rutland,50021,05735,43.6106224,-73.179832,1485,polygon,1840025426
Pittsford,Pittsford,VT,Vermont,Rutland,50021,05763,43.7067329,-73.0281647,740,polygon,1840025427
Wells,Wells,VT,Vermont,Rutland,50021,05774,43.4172937,-73.2042744,397,polygon,1840025428
Lansing,Lansing,MN,Minnesota,Mower,27099,55950 55912,43.7452402,-92.9701918,181,polygon,1840025429
Chestertown,Chestertown,NY,New York,Warren,36113,12817,43.6525664,-73.8009597,677,polygon,1840025430
Fostoria,Fostoria,MI,Michigan,Tuscola,26157,48435,43.2533586,-83.3718948,694,polygon,1840025431
Snover,Snover,MI,Michigan,Sanilac,26151,48472,43.4611312,-82.9707732,448,polygon,1840025432
Bluffview,Bluffview,WI,Wisconsin,Sauk,55111,53951,43.3710972,-89.7731792,742,polygon,1840025433
Ashippun,Ashippun,WI,Wisconsin,Dodge,55027,53066 53036 53003,43.2119477,-88.5162108,333,polygon,1840025434
Burnett,Burnett,WI,Wisconsin,Dodge,55027,53922,43.504715,-88.707049,256,polygon,1840025435
Lebanon,Lebanon,WI,Wisconsin,Dodge,55027,53047 53098,43.2552773,-88.6267681,204,polygon,1840025436
Plush,Plush,OR,Oregon,Lake,41037,97637 97620,42.4115497,-119.9038399,57,polygon,1840025437
Silver Lake,Silver Lake,OR,Oregon,Lake,41037,97638,43.127918,-121.0461084,149,polygon,1840025438
New Pine Creek,New Pine Creek,OR,Oregon,Lake,41037,97635,41.9940541,-120.2971776,120,polygon,1840025439
Glasgow,Glasgow,OR,Oregon,Coos,41011,97459,43.4345571,-124.2112245,763,polygon,1840025440
Gotham,Gotham,WI,Wisconsin,Richland,55103,53540 53556,43.2233214,-90.2915132,191,polygon,1840025441
Sextonville,Sextonville,WI,Wisconsin,Richland,55103,53581 53556 53584,43.2783197,-90.290958,551,polygon,1840025442
Bennetts Corners,Bennetts Corners,NY,New York,Orleans,36073,14470,43.1950599,-78.0172374,1042,point,1840025443
Attica,Attica,MI,Michigan,Lapeer,26087,48412,43.0303053,-83.1660514,994,polygon,1840025444
Dorset,Dorset,VT,Vermont,Bennington,50003,05251,43.2547975,-73.0987163,249,polygon,1840025445
Wilmington,Wilmington,VT,Vermont,Windham,50025,05363,42.8684143,-72.8714868,463,polygon,1840025446
Edmund,Edmund,WI,Wisconsin,Iowa,55049,53533,42.9674944,-90.264568,173,polygon,1840025447
Glen Haven,Glen Haven,WI,Wisconsin,Grant,55043,53810,42.8263781,-91.0709618,73,polygon,1840025448
Kieler,Kieler,WI,Wisconsin,Grant,55043,53807 53812,42.5813884,-90.6026278,497,polygon,1840025449
Sandy Hook,Sandy Hook,WI,Wisconsin,Grant,55043,53811,42.5433344,-90.6101277,309,polygon,1840025450
Running Water,Running Water,SD,South Dakota,Bon Homme,46009,57062,42.7700008,-97.9839589,36,polygon,1840025451
Henderson,Henderson,MI,Michigan,Shiawassee,26155,48867 48841,43.0864149,-84.1952514,399,polygon,1840025452
Pavilion,Pavilion,NY,New York,Genesee,36037,14525,42.8761722,-78.0227877,646,polygon,1840025453
Gorham,Gorham,NY,New York,Ontario,36069,14561,42.7989556,-77.1316402,617,polygon,1840025454
Hall,Hall,NY,New York,Ontario,36069,14561 14456,42.7939562,-77.066359,216,polygon,1840025455
Port Gibson,Port Gibson,NY,New York,Ontario,36069,14537 14432,43.0345076,-77.1574773,453,polygon,1840025456
Tyhee,Tyhee,ID,Idaho,Bannock,16005,83202,42.9515813,-112.4663693,1123,polygon,1840025457
Romulus,Romulus,NY,New York,Seneca,36099,14541,42.752292,-76.8335672,409,polygon,1840025458
Foots Creek,Foots Creek,OR,Oregon,Jackson,41029,97525,42.4048437,-123.1389402,799,polygon,1840025459
Prospect,Prospect,OR,Oregon,Jackson,41029,97536,42.7509608,-122.4889244,455,polygon,1840025460
Ruch,Ruch,OR,Oregon,Jackson,41029,97530,42.2365133,-123.0422659,840,polygon,1840025461
Trail,Trail,OR,Oregon,Jackson,41029,97539 97541,42.6484582,-122.8105998,702,polygon,1840025462
Wimer,Wimer,OR,Oregon,Jackson,41029,97537,42.5387321,-123.1489432,678,polygon,1840025463
Langlois,Langlois,OR,Oregon,Curry,41015,97450,42.9234417,-124.4509433,177,polygon,1840025464
Nesika Beach,Nesika Beach,OR,Oregon,Curry,41015,97444 97464,42.506221,-124.4134382,463,polygon,1840025465
Pistol River,Pistol River,OR,Oregon,Curry,41015,97444,42.2770563,-124.3948296,84,polygon,1840025466
Edmeston,Edmeston,NY,New York,Otsego,36077,13335,42.6978509,-75.2437763,657,polygon,1840025467
Hartwick,Hartwick,NY,New York,Otsego,36077,13348,42.6597973,-75.0487708,629,polygon,1840025468
Worcester,Worcester,NY,New York,Otsego,36077,12197,42.5914649,-74.7504284,1113,polygon,1840025469
Bliss,Bliss,NY,New York,Wyoming,36121,14024,42.5770065,-78.2527907,527,polygon,1840025470
Pike,Pike,NY,New York,Wyoming,36121,14066 14130 14024,42.5564517,-78.1527873,371,polygon,1840025471
Strykersville,Strykersville,NY,New York,Wyoming,36121,14145,42.7050607,-78.4483532,647,polygon,1840025472
Juda,Juda,WI,Wisconsin,Green,55045,53550,42.5897316,-89.5059515,357,polygon,1840025473
Hanover,Hanover,WI,Wisconsin,Rock,55105,53548 53576,42.6386212,-89.1620579,181,polygon,1840025474
Lake Ivanhoe,Lake Ivanhoe,WI,Wisconsin,Walworth,55127,53105,42.580024,-88.341542,435,polygon,1840025475
Lake Lorraine,Lake Lorraine,WI,Wisconsin,Walworth,55127,53190 53115,42.7329761,-88.7373883,324,polygon,1840025476
Lauderdale Lakes,Lauderdale Lakes,WI,Wisconsin,Walworth,55127,53121,42.7709237,-88.5777829,1172,polygon,1840025477
Springfield,Springfield,WI,Wisconsin,Walworth,55127,53147 53121 53176,42.6416831,-88.4120405,158,polygon,1840025478
Turtle Lake,Turtle Lake,WI,Wisconsin,Walworth,55127,53115,42.727368,-88.680215,343,polygon,1840025479
Central Bridge,Central Bridge,NY,New York,Schoharie,36095,12035 12092,42.7111862,-74.3387443,593,polygon,1840025480
Woodford,Woodford,WI,Wisconsin,Lafayette,55065,53599,42.6486162,-89.862623,69,polygon,1840025481
Blodgett Mills,Blodgett Mills,NY,New York,Cortland,36023,13045 13738,42.5684039,-76.1257608,303,polygon,1840025482
Kerby,Kerby,OR,Oregon,Josephine,41033,97531,42.1942798,-123.651735,595,polygon,1840025483
Merlin,Merlin,OR,Oregon,Josephine,41033,97532 97526,42.5173386,-123.4197851,1615,polygon,1840025484
New Hope,New Hope,OR,Oregon,Josephine,41033,97527,42.3623398,-123.3678374,1515,polygon,1840025485
O'Brien,O'Brien,OR,Oregon,Josephine,41033,97534,42.0673352,-123.7031249,504,polygon,1840025486
Selma,Selma,OR,Oregon,Josephine,41033,97538,42.2790023,-123.615901,695,polygon,1840025487
Takilma,Takilma,OR,Oregon,Josephine,41033,97523,42.0515036,-123.6195107,378,polygon,1840025488
Williams,Williams,OR,Oregon,Josephine,41033,97544,42.2187312,-123.2739436,1072,polygon,1840025489
Guilford,Guilford,NY,New York,Chenango,36017,13780,42.4042433,-75.4896253,362,polygon,1840025490
Smithville Flats,Smithville Flats,NY,New York,Chenango,36017,13841 13778,42.3950725,-75.8079721,351,polygon,1840025491
Lily Lake,Lily Lake,WI,Wisconsin,Kenosha,55059,53105,42.5613392,-88.2136994,477,polygon,1840025492
Wilmot,Wilmot,WI,Wisconsin,Kenosha,55059,53192 53181 53105,42.5127965,-88.1820323,442,polygon,1840025493
Busti,Busti,NY,New York,Chautauqua,36013,14701,42.038113,-79.2833831,391,polygon,1840025494
Kennedy,Kennedy,NY,New York,Chautauqua,36013,14747,42.1572816,-79.1019877,465,polygon,1840025495
Belfast,Belfast,NY,New York,Allegany,36003,14711,42.3428443,-78.1113975,837,polygon,1840025496
Rushford,Rushford,NY,New York,Allegany,36003,14777,42.3922869,-78.2536243,363,polygon,1840025497
Scio,Scio,NY,New York,Allegany,36003,14880,42.1714573,-77.9786147,609,polygon,1840025498
Andes,Andes,NY,New York,Delaware,36025,13731,42.1886976,-74.7857138,252,polygon,1840025499
Bloomville,Bloomville,NY,New York,Delaware,36025,13739,42.3334161,-74.8076575,213,polygon,1840025500
Davenport Center,Davenport Center,NY,New York,Delaware,36025,13751 13820,42.4481351,-74.9190477,349,polygon,1840025501
Downsville,Downsville,NY,New York,Delaware,36025,13755,42.0809204,-74.9957197,617,polygon,1840025502
Chemung,Chemung,IL,Illinois,McHenry,17111,60033,42.4152964,-88.6667668,308,polygon,1840025503
Prattsville,Prattsville,NY,New York,Greene,36039,12468,42.3148062,-74.4329261,355,polygon,1840025504
Chenango Bridge,Chenango Bridge,NY,New York,Broome,36007,13901 13745,42.1667426,-75.8624167,2883,polygon,1840025505
New Troy,New Troy,MI,Michigan,Berrien,26021,49119 49125,41.8764326,-86.549743,497,polygon,1840025506
Jasper,Jasper,MI,Michigan,Lenawee,26091,49248,41.7933831,-84.0405002,412,polygon,1840025507
Happy Camp,Happy Camp,CA,California,Siskiyou,06093,96039 96049,41.7931797,-123.3794996,1190,polygon,1840025508
Gasquet,Gasquet,CA,California,Del Norte,06015,95543,41.8453908,-123.9695195,661,polygon,1840025509
Hiouchi,Hiouchi,CA,California,Del Norte,06015,95531,41.7926137,-124.0720219,301,polygon,1840025510
Smith River,Smith River,CA,California,Del Norte,06015,95567,41.9281678,-124.1470274,866,polygon,1840025511
Eagleville,Eagleville,CA,California,Modoc,06049,96110,41.3162846,-120.1157746,59,polygon,1840025512
Loretto,Loretto,NE,Nebraska,Boone,31011,68652 68620,41.7647326,-98.0806195,42,polygon,1840025513
Raeville,Raeville,NE,Nebraska,Boone,31011,68652,41.8963977,-98.0539534,22,polygon,1840025514
Dayton,Dayton,IL,Illinois,La Salle,17099,61350,41.3847551,-88.7942425,537,polygon,1840025515
Alderpoint,Alderpoint,CA,California,Humboldt,06023,95511,40.1762567,-123.6116952,186,polygon,1840025516
Benbow,Benbow,CA,California,Humboldt,06023,95542,40.068479,-123.7844721,321,polygon,1840025517
Big Lagoon,Big Lagoon,CA,California,Humboldt,06023,95570,41.1604014,-124.1336821,93,polygon,1840025518
Fieldbrook,Fieldbrook,CA,California,Humboldt,06023,95519,40.9656826,-124.0356196,859,polygon,1840025519
Garberville,Garberville,CA,California,Humboldt,06023,95542,40.1001449,-123.795029,913,polygon,1840025520
Loleta,Loleta,CA,California,Humboldt,06023,95551,40.6409618,-124.2253348,783,polygon,1840025521
Miranda,Miranda,CA,California,Humboldt,06023,95553,40.2345864,-123.8236457,520,polygon,1840025522
Myers Flat,Myers Flat,CA,California,Humboldt,06023,95554,40.2662524,-123.8703146,146,polygon,1840025523
Orick,Orick,CA,California,Humboldt,06023,95555,41.2867896,-124.0597937,357,polygon,1840025524
Scotia,Scotia,CA,California,Humboldt,06023,95565,40.4823573,-124.1008808,850,polygon,1840025525
Shelter Cove,Shelter Cove,CA,California,Humboldt,06023,95589,40.0304212,-124.0730866,693,polygon,1840025526
Weott,Weott,CA,California,Humboldt,06023,95554 95571,40.3218069,-123.9217063,288,polygon,1840025527
Fields Landing,Fields Landing,CA,California,Humboldt,06023,95551 95503 95537,40.7245711,-124.2150604,276,polygon,1840025528
Plains,Plains,PA,Pennsylvania,Luzerne,42079,18705,41.2753589,-75.8501955,4335,polygon,1840025529
Trinity Village,Trinity Village,CA,California,Trinity,06105,95527 95563,40.8754135,-123.5283794,297,polygon,1840025530
Baileyville,Baileyville,PA,Pennsylvania,Centre,42027,16865,40.7081186,-77.9852817,201,polygon,1840025531
Clear Creek,Clear Creek,CA,California,Lassen,06035,96137,40.2979436,-121.0485719,169,polygon,1840025532
Janesville,Janesville,CA,California,Lassen,06035,96114,40.2965645,-120.5241117,1408,polygon,1840025533
Cassel,Cassel,CA,California,Shasta,06089,96016,40.9190499,-121.5477609,207,polygon,1840025534
Gilson,Gilson,IL,Illinois,Knox,17095,61436,40.8617048,-90.2015111,190,polygon,1840025535
Oak Run,Oak Run,IL,Illinois,Knox,17095,61428,40.963371,-90.1451196,547,polygon,1840025536
Odessa,Odessa,NE,Nebraska,Buffalo,31019,68845 68861 68836,40.7016778,-99.256761,130,polygon,1840025537
Twin Grove,Twin Grove,IL,Illinois,McLean,17113,61705,40.4933701,-89.0798018,1564,polygon,1840025538
Adair,Adair,IL,Illinois,McDonough,17109,61411,40.4189309,-90.4967942,210,polygon,1840025539
Saint Francisville,Saint Francisville,MO,Missouri,Clark,29045,63430 63465,40.4583753,-91.569048,179,polygon,1840025540
Blanchard,Blanchard,MO,Missouri,Atchison,29005,64498,40.5774833395,-95.2188371676,22,polygon,1840025541
Phelps City,Phelps City,MO,Missouri,Atchison,29005,64482,40.4033346,-95.5985986,24,polygon,1840025542
Ravanna,Ravanna,MO,Missouri,Mercer,29129,64673,40.4550102,-93.4654964,98,polygon,1840025543
Conception,Conception,MO,Missouri,Nodaway,29147,64433,40.2427693,-94.6869099,210,polygon,1840025544
Olivet,Olivet,IL,Illinois,Vermilion,17183,61846 61870,39.9419808,-87.6436329,428,polygon,1840025545
Bend,Bend,CA,California,Tehama,06103,96080,40.2551551,-122.2086092,619,polygon,1840025546
Flournoy,Flournoy,CA,California,Tehama,06103,96021 96029,39.920433,-122.4361082,101,polygon,1840025547
Mabie,Mabie,CA,California,Plumas,06063,96122,39.7935114,-120.5213272,161,polygon,1840025548
Goofy Ridge,Goofy Ridge,IL,Illinois,Mason,17125,62644 61567,40.3944852,-89.9376141,350,polygon,1840025549
Robbinsville,Robbinsville,NJ,New Jersey,Mercer,34021,08691,40.2145543,-74.6193232,3041,polygon,1840025550
Penfield,Penfield,IL,Illinois,Champaign,17019,61862,40.3033684,-87.9467009,193,polygon,1840025551
Seymour,Seymour,IL,Illinois,Champaign,17019,61875,40.1069769,-88.4267245,303,polygon,1840025552
Winigan,Winigan,MO,Missouri,Sullivan,29211,63566,40.0455809,-92.9035337,44,polygon,1840025553
Beason,Beason,IL,Illinois,Logan,17107,62512,40.1436515,-89.1934222,189,polygon,1840025554
Chestnut,Chestnut,IL,Illinois,Logan,17107,62518,40.0536519,-89.1853664,246,polygon,1840025555
Cornland,Cornland,IL,Illinois,Logan,17107,62519,39.937269,-89.4023173,93,polygon,1840025556
Plevna,Plevna,MO,Missouri,Knox,29103,63464,39.9736511,-92.0862883,21,polygon,1840025557
LaPlace,LaPlace,IL,Illinois,Piatt,17147,61936 61929,39.8000351,-88.7175691,259,polygon,1840025558
White Heath,White Heath,IL,Illinois,Piatt,17147,61884,40.0861442,-88.5128395,290,polygon,1840025559
Edinburg,Edinburg,MO,Missouri,Grundy,29079,64683,40.0814003,-93.6938313,92,polygon,1840025560
Leisure Lake,Leisure Lake,MO,Missouri,Grundy,29079,64683,40.1099884,-93.7235269,160,polygon,1840025561
Bangor,Bangor,CA,California,Butte,06007,95966 95901 95914,39.3885002,-121.4052424,646,polygon,1840025562
Berry Creek,Berry Creek,CA,California,Butte,06007,95916,39.6451637,-121.4032995,1424,polygon,1840025563
Butte Meadows,Butte Meadows,CA,California,Butte,06007,95942,40.0812707,-121.5510858,40,polygon,1840025564
Cherokee,Cherokee,CA,California,Butte,06007,95965,39.6462739,-121.5383036,69,polygon,1840025565
Clipper Mills,Clipper Mills,CA,California,Butte,06007,95941 95930,39.5326673,-121.1574587,142,polygon,1840025566
Cohasset,Cohasset,CA,California,Butte,06007,95973,39.9254385,-121.7310898,847,polygon,1840025567
Forbestown,Forbestown,CA,California,Butte,06007,95941,39.51711,-121.267184,320,polygon,1840025568
Forest Ranch,Forest Ranch,CA,California,Butte,06007,95942,39.8821053,-121.6727541,1184,polygon,1840025569
Honcut,Honcut,CA,California,Butte,06007,95966,39.3290561,-121.5338564,370,polygon,1840025570
Kelly Ridge,Kelly Ridge,CA,California,Butte,06007,95966,39.5288045,-121.4662585,2544,polygon,1840025571
Nord,Nord,CA,California,Butte,06007,95973,39.7796044,-121.9572023,320,polygon,1840025572
Richvale,Richvale,CA,California,Butte,06007,95965,39.4937751,-121.7446978,244,polygon,1840025573
Stirling City,Stirling City,CA,California,Butte,06007,95954,39.9076606,-121.5280275,295,polygon,1840025574
Yankee Hill,Yankee Hill,CA,California,Butte,06007,95965,39.7034956,-121.5221924,333,polygon,1840025575
Lake Viking,Lake Viking,MO,Missouri,Daviess,29061,64640 64620,39.9252503,-94.0691944,483,polygon,1840025576
Boody,Boody,IL,Illinois,Macon,17115,62514 62544,39.7664272,-89.0492448,276,polygon,1840025577
Excello,Excello,MO,Missouri,Macon,29121,65247,39.636145,-92.4754625,49,polygon,1840025578
Albion,Albion,CA,California,Mendocino,06045,95410,39.2235117,-123.7686251,168,polygon,1840025579
Anchor Bay,Anchor Bay,CA,California,Mendocino,06045,95445,38.8026883,-123.5777894,340,polygon,1840025580
Boonville,Boonville,CA,California,Mendocino,06045,95415,39.0090663,-123.3661194,1035,polygon,1840025581
Calpella,Calpella,CA,California,Mendocino,06045,95482,39.2335015,-123.2038939,679,polygon,1840025582
Caspar,Caspar,CA,California,Mendocino,06045,95460 95420,39.3635049,-123.8158488,509,polygon,1840025583
Cleone,Cleone,CA,California,Mendocino,06045,95437,39.4898875,-123.785571,618,polygon,1840025584
Comptche,Comptche,CA,California,Mendocino,06045,95427,39.2648954,-123.5911224,159,polygon,1840025585
Dawn,Dawn,MO,Missouri,Livingston,29117,64638,39.6683497,-93.635491,128,polygon,1840025586
Artois,Artois,CA,California,Glenn,06021,95963 95988,39.6196036,-122.1938726,295,polygon,1840025587
Elk Creek,Elk Creek,CA,California,Glenn,06021,95939,39.6051574,-122.5391598,163,polygon,1840025588
Pentress,Pentress,WV,West Virginia,Monongalia,54061,26541,39.7103569,-80.1603472,175,polygon,1840025589
Aurora,Aurora,WV,West Virginia,Preston,54077,26705,39.3242679,-79.5544989,201,polygon,1840025590
Jacksonburg,Jacksonburg,WV,West Virginia,Wetzel,54103,26377,39.5323042,-80.6417629,182,polygon,1840025591
Littleton,Littleton,WV,West Virginia,Wetzel,54103,26581,39.6978606,-80.5170252,198,polygon,1840025592
Reader,Reader,WV,West Virginia,Wetzel,54103,26167,39.5689689,-80.7328765,397,polygon,1840025593
Great Cacapon,Great Cacapon,WV,West Virginia,Morgan,54065,25422,39.6200928,-78.2925093,386,polygon,1840025594
Westervelt,Westervelt,IL,Illinois,Shelby,17173,62565,39.4789278,-88.8617413,128,polygon,1840025595
Burlington,Burlington,WV,West Virginia,Mineral,54057,26710,39.3375992,-78.9180799,182,polygon,1840025596
Carolina,Carolina,WV,West Virginia,Marion,54049,26563 26591,39.4803621,-80.2734176,411,polygon,1840025597
Idamay,Idamay,WV,West Virginia,Marion,54049,26576,39.4970282,-80.2570279,611,polygon,1840025598
Rachel,Rachel,WV,West Virginia,Marion,54049,26587,39.5184169,-80.3036952,248,polygon,1840025599
Camptonville,Camptonville,CA,California,Yuba,06115,95960 95922,39.4518363,-121.0485656,158,polygon,1840025600
Falling Waters,Falling Waters,WV,West Virginia,Berkeley,54003,25419,39.5592639,-77.8908301,876,polygon,1840025601
Ashley,Ashley,MO,Missouri,Pike,29163,63334,39.2511547,-91.2204236,90,polygon,1840025602
Kings Mills,Kings Mills,OH,Ohio,Warren,39165,45040 45034,39.3556146,-84.2485483,1319,polygon,1840025603
Green Spring,Green Spring,WV,West Virginia,Hampshire,54027,26722,39.5317584,-78.6164037,218,polygon,1840025604
Springfield,Springfield,WV,West Virginia,Hampshire,54027,26763,39.4506494,-78.6936272,477,polygon,1840025605
Metamora,Metamora,IN,Indiana,Franklin,18047,47030,39.4497721,-85.1394065,188,polygon,1840025606
New Trenton,New Trenton,IN,Indiana,Franklin,18047,47035 47060,39.3094979,-84.9005105,252,polygon,1840025607
Floriston,Floriston,CA,California,Nevada,06057,96111,39.3946303,-120.021308,73,polygon,1840025608
Middleway,Middleway,WV,West Virginia,Jefferson,54037,25430,39.3034346,-77.9827756,441,polygon,1840025609
Shannondale,Shannondale,WV,West Virginia,Jefferson,54037,25425,39.2170471,-77.8074943,3358,polygon,1840025610
Shenandoah Junction,Shenandoah Junction,WV,West Virginia,Jefferson,54037,25442,39.3587115,-77.8430506,703,polygon,1840025611
West Union,West Union,IL,Illinois,Clark,17023,62477,39.2158724,-87.6661375,288,polygon,1840025612
Gypsy,Gypsy,WV,West Virginia,Harrison,54033,26431 26361,39.3686985,-80.3178653,328,polygon,1840025613
Hepzibah,Hepzibah,WV,West Virginia,Harrison,54033,26369,39.3325883,-80.3353664,566,polygon,1840025614
Spelter,Spelter,WV,West Virginia,Harrison,54033,26438 26404,39.345088,-80.3178657,346,polygon,1840025615
Wolf Summit,Wolf Summit,WV,West Virginia,Harrison,54033,26426 26422,39.2809222,-80.4609265,272,polygon,1840025616
Clarksburg,Clarksburg,IN,Indiana,Decatur,18031,46173,39.4333826,-85.3477442,149,polygon,1840025617
Waverly,Waverly,WV,West Virginia,Wood,54107,26184,39.3381305,-81.3795628,395,polygon,1840025618
Alta,Alta,CA,California,Placer,06061,95701,39.2065652,-120.8113268,610,polygon,1840025619
Carnelian Bay,Carnelian Bay,CA,California,Placer,06061,96140 95604,39.2268512,-120.0818587,524,polygon,1840025620
Dutch Flat,Dutch Flat,CA,California,Placer,06061,95714,39.206009,-120.8377169,160,polygon,1840025621
Camp Dennison,Camp Dennison,OH,Ohio,Hamilton,39061,45111,39.1981151,-84.2888265,375,polygon,1840025622
Century,Century,WV,West Virginia,Barbour,54001,26201,39.0998184,-80.1886947,115,polygon,1840025623
Galloway,Galloway,WV,West Virginia,Barbour,54001,26347 26349,39.2317606,-80.1220276,143,polygon,1840025624
Butlerville,Butlerville,IN,Indiana,Jennings,18079,47223,39.0344983,-85.5127432,282,polygon,1840025625
Hayden,Hayden,IN,Indiana,Jennings,18079,47265 47245,38.9831094,-85.7405275,521,polygon,1840025626
Scipio,Scipio,IN,Indiana,Jennings,18079,47273,39.0792196,-85.7174746,153,polygon,1840025627
Big Spring,Big Spring,MO,Missouri,Montgomery,29139,65041 63363,38.8025434,-91.4776638,167,polygon,1840025628
Danville,Danville,MO,Missouri,Montgomery,29139,63361,38.910597,-91.5348865,34,polygon,1840025629
Bowden,Bowden,WV,West Virginia,Randolph,54083,26241,38.9087197,-79.7097836,9,polygon,1840025630
Dailey,Dailey,WV,West Virginia,Randolph,54083,26259 26253,38.7987195,-79.8961791,114,polygon,1840025631
East Dailey,East Dailey,WV,West Virginia,Randolph,54083,26253,38.7803866,-79.8909006,557,polygon,1840025632
Helvetia,Helvetia,WV,West Virginia,Randolph,54083,26224,38.7059394,-80.2011881,59,polygon,1840025633
Pickens,Pickens,WV,West Virginia,Randolph,54083,26230,38.6551073,-80.211743,66,polygon,1840025634
Valley Bend,Valley Bend,WV,West Virginia,Randolph,54083,26293,38.771801,-79.925325,485,polygon,1840025635
Valley Head,Valley Head,WV,West Virginia,Randolph,54083,26294,38.545113,-80.0359015,267,polygon,1840025636
Whitmer,Whitmer,WV,West Virginia,Randolph,54083,26296,38.8128893,-79.5489418,106,polygon,1840025637
Cold Springs,Cold Springs,CA,California,El Dorado,06017,95667,38.7418469,-120.8702154,446,polygon,1840025638
Laurel Hill,Laurel Hill,VA,Virginia,Fairfax,51059,22079 22199,38.716626,-77.23686,6855,polygon,1840025639
Apple Grove,Apple Grove,WV,West Virginia,Mason,54053,25502,38.6650835,-82.1690338,204,polygon,1840025640
Gallipolis Ferry,Gallipolis Ferry,WV,West Virginia,Mason,54053,25515,38.7706371,-82.1987576,817,polygon,1840025641
Holiday Shores,Holiday Shores,IL,Illinois,Madison,17119,62025 62097,38.921991,-89.940657,2882,polygon,1840025642
Brandywine,Brandywine,WV,West Virginia,Pendleton,54071,26802,38.6248402,-79.2447608,218,polygon,1840025643
